"player_name","average_explosive_plays_per_game"
"R.Dwelley",1
"R.Griffin",1
"R.Higgins",1
"R.James",1
"R.Jarrett",1
"R.Johnson",1
"R.Jones",1
"R.McMath",1
"R.Miller",1
"R.Mostert",1
"R.Pearsall",1
"R.Penny",1
"R.Seals-Jones",1
"R.Stevenson",1
"S.Ahmed",1
"S.Anderson",1
"S.Fehoko",1
"S.Michel",1
"S.Miller",1
"S.Moore",1
"S.Sims",1
"S.Smartt",1
"S.Sullivan",1
"S.Toure",1
"S.Tucker",1
"S.Williams",1
"S.Zylstra",1
"T.Allgeier",1
"T.Austin",1
"T.Badie",1
"T.Benson",1
"T.Bigsby",1
"T.Coleman",1
"T.Davis",1
"T.Etienne",1
"T.Franklin",1
"T.Goodson",1
"T.Higbee",1
"T.Hilton",1
"T.Homer",1
"T.Hudson",1
"T.Jones",1
"T.Kennedy",1
"T.Kroft",1
"T.Montgomery",1
"T.Scott",1
"T.Sermon",1
"T.Sherfield",1
"T.Taylor",1
"T.Tremble",1
"T.Wesco",1
"T.Williams",1
"Ty.Johnson",1
"V.Jones",1
"W.Gallman",1
"W.Mallory",1
"X.Hutchinson",1
"X.Legette",1
"X.Worthy",1
"Z.Charbonnet",1
"Z.Gentry",1
"Z.Moss",1
