batter,player_name,mean_launch_angle,mean_estimated_woba,pitch_count,launch_angle_rank
668670,"Rogers, Jake",18.665829145728644,0.4043408071748879,223,149.0
668709,"Bleday, JJ",21.646074646074645,0.35266439909297054,441,48.0
668715,"Steer, Spencer",20.369411764705884,0.3474724770642202,436,79.0
668804,"Reynolds, Bryan",12.052143684820393,0.42063123644251627,461,363.0
668885,"Martin, Austin",14.634375,0.33165591397849464,186,305.0
668901,"Vientos, Mark",13.16247906197655,0.4602012578616352,318,338.0
668904,"Lewis, Royce",21.802721088435373,0.37916289592760183,221,46.0
668930,"Turang, Brice",18.006172839506174,0.323305376344086,465,177.0
668939,"Rutschman, Adley",20.635658914728683,0.3429811320754717,477,69.0
668942,"Rojas, Josh",20.14715719063545,0.3342747603833866,313,93.0
669003,"Mitchell, Garrett",12.320833333333333,0.4156850393700788,127,356.0
669004,"Melendez, MJ",23.071865443425075,0.39226602564102564,312,19.0
669016,"Marsh, Brandon",17.92119089316988,0.43026618705035974,278,184.0
669065,"Stowers, Kyle",16.8828125,0.4203728813559322,118,228.0
669127,"Langeliers, Shea",19.69478527607362,0.4302106824925816,337,108.0
669134,"Campusano, Luis",14.654891304347826,0.30437327188940094,217,302.0
669221,"Murphy, Sean",15.889589905362776,0.365933734939759,166,266.0
669222,"Senzel, Nick",17.684848484848484,0.3432857142857143,175,190.0
669224,"Wells, Austin",21.58833619210978,0.38461324041811845,287,49.0
669234,"Malloy, Justyn-Henry",20.39325842696629,0.3745238095238095,126,74.0
669242,"Edman, Tommy",11.942528735632184,0.3131466666666667,150,365.0
669257,"Smith, Will",24.548825710754016,0.37164050632911394,395,8.0
669261,"Suwinski, Jack",19.671469740634006,0.3717939393939394,165,110.0
669289,"Espinal, Santiago",20.34109816971714,0.3068273615635179,307,82.0
669304,"Miranda, Jose",20.048657718120804,0.3389852507374631,339,97.0
669357,"Gorman, Nolan",24.03416856492027,0.4700710900473934,211,11.0
669364,"Edwards, Xavier",16.48532731376975,0.31022685185185184,216,243.0
669394,"Burger, Jake",16.411174785100286,0.4326763157894737,380,246.0
669701,"Smith, Josh",16.51188986232791,0.33357777777777775,405,241.0
669707,"Triolo, Jared",18.48643761301989,0.34687545787545787,273,159.0
669720,"Hays, Austin",16.11764705882353,0.34423295454545455,176,256.0
669911,"Toglia, Michael",19.546489563567363,0.5083070866141732,254,116.0
670032,"Lopez, Nicky",11.840336134453782,0.27285932721712536,327,369.0
670042,"Raley, Luke",15.52,0.41357303370786513,267,281.0
670242,"Wallner, Matt",16.18840579710145,0.5246799999999999,125,252.0
670541,"Alvarez, Yordan",22.174123337363966,0.4619433551198257,459,35.0
670623,"Paredes, Isaac",21.866331658291458,0.30349543378995436,438,44.0
