batter,swing_speed_rank,player_name,swing_length_rank,launch_angle_rank,exit_velo_rank,risp_woba_rank,pitch_hand_woba_rank,avgbypitch_wobarank,average_rank
669304,253.0,"Miranda, Jose",90.0,97.0,68.0,245.0,695.0,1588.5714285714287,433.7959183673469
669357,120.0,"Gorman, Nolan",120.0,11.0,175.0,336.0,749.0,1086.0,371.0
669364,434.0,"Edwards, Xavier",434.0,243.0,371.0,373.0,565.0,1447.3333333333333,552.4761904761905
669394,40.0,"Burger, Jake",128.0,246.0,31.0,166.0,348.0,1101.5,294.35714285714283
669701,331.0,"Smith, Josh",404.0,241.0,312.0,117.0,578.0,1486.75,495.67857142857144
669707,289.0,"Triolo, Jared",40.0,159.0,261.0,289.0,597.0,1697.5714285714287,476.0816326530612
669720,133.0,"Hays, Austin",255.0,256.0,124.0,291.0,140.0,1427.5,375.2142857142857
669911,90.0,"Toglia, Michael",81.0,116.0,37.0,125.0,56.0,872.7142857142857,196.81632653061226
670032,432.0,"Lopez, Nicky",413.0,369.0,385.0,333.0,801.0,1956.2857142857142,669.8979591836734
670042,52.0,"Raley, Luke",242.0,281.0,164.0,71.0,745.0,1457.75,430.39285714285717
670242,9.0,"Wallner, Matt",209.0,252.0,86.0,6.0,51.0,1007.5,231.5
670541,6.0,"Alvarez, Yordan",97.0,35.0,16.0,22.0,34.0,474.375,97.76785714285714
670623,359.0,"Paredes, Isaac",21.0,44.0,215.0,183.0,295.0,1392.25,358.4642857142857
670764,405.0,"Walls, Taylor",283.0,56.0,334.0,203.0,590.0,1804.4,525.0571428571428
670770,314.0,"Friedl, TJ",406.0,187.0,330.0,55.0,357.0,1682.0,475.85714285714283
671056,75.0,"Herrera, Iván",154.0,350.0,73.0,53.0,74.0,396.3333333333333,167.9047619047619
671213,62.0,"Casas, Triston",53.0,175.0,89.0,175.0,177.0,966.25,242.46428571428572
671218,35.0,"Ramos, Heliot",370.0,220.0,42.0,137.0,5.0,1064.0,267.57142857142856
671277,204.0,"García Jr., Luis",208.0,360.0,154.0,97.0,652.0,1073.375,392.625
671289,233.0,"Freeman, Tyler",310.0,215.0,280.0,136.0,335.0,1412.0,417.2857142857143
671732,60.0,"Butler, Lawrence",309.0,265.0,104.0,39.0,282.0,806.0,266.42857142857144
671739,36.0,"Harris II, Michael",16.0,292.0,48.0,146.0,164.0,874.8571428571429,225.26530612244898
672275,198.0,"Bailey, Patrick",211.0,235.0,122.0,265.0,688.0,1011.6666666666666,390.0952380952381
672279,411.0,"Siani, Michael",331.0,368.0,399.0,392.0,802.0,2211.285714285714,702.0408163265305
672284,131.0,"Kelenic, Jarred",205.0,150.0,102.0,295.0,643.0,1492.7142857142858,431.2448979591837
672356,58.0,"Arias, Gabriel",96.0,393.0,138.0,379.0,658.0,1969.75,527.3928571428571
672386,286.0,"Kirk, Alejandro",333.0,91.0,111.0,298.0,440.0,1356.6666666666667,416.5238095238096
672515,247.0,"Moreno, Gabriel",317.0,270.0,120.0,23.0,287.0,1279.5,363.35714285714283
672580,282.0,"Garcia, Maikel",299.0,296.0,57.0,184.0,320.0,1555.0,427.57142857142856
672640,287.0,"Lopez, Otto",422.0,371.0,238.0,251.0,566.0,1274.7142857142858,487.10204081632656
672695,427.0,"Perdomo, Geraldo",417.0,251.0,314.0,339.0,657.0,1763.8333333333333,595.547619047619
672761,264.0,"Pérez, Wenceel",375.0,54.0,216.0,276.0,497.0,1498.0,454.2857142857143
672820,175.0,"Sosa, Lenyn",190.0,61.0,192.0,48.0,373.0,1374.3333333333333,344.7619047619047
673237,115.0,"Diaz, Yainer",145.0,316.0,119.0,119.0,95.0,859.8571428571429,252.69387755102042
673357,43.0,"Robert Jr., Luis",37.0,255.0,179.0,147.0,665.0,1464.5,398.64285714285717
673490,360.0,"Kim, Ha-Seong",400.0,181.0,304.0,122.0,318.0,1232.6666666666667,416.80952380952385
673548,136.0,"Suzuki, Seiya",253.0,31.0,117.0,159.0,92.0,1332.0,302.85714285714283
676059,259.0,"Westburg, Jordan",384.0,198.0,38.0,45.0,165.0,1155.1666666666667,320.59523809523813
676356,288.0,"DeLuca, Jonny",89.0,188.0,392.0,372.0,513.0,1811.142857142857,521.8775510204081
676369,71.0,"Velázquez, Nelson",114.0,102.0,171.0,32.0,396.0,1298.8,312.11428571428576
676391,415.0,"Clement, Ernie",394.0,85.0,338.0,273.0,471.0,1632.2857142857142,515.469387755102
676475,231.0,"Burleson, Alec",139.0,293.0,121.0,149.0,644.0,852.875,347.125
676609,352.0,"Caballero, José",361.0,127.0,393.0,358.0,776.0,1925.4285714285713,613.2040816326531
676694,390.0,"Meyers, Jake",356.0,234.0,283.0,172.0,437.0,1445.3333333333333,473.90476190476187
676801,281.0,"McCormick, Chas",157.0,88.0,339.0,324.0,190.0,1581.75,422.9642857142857
676914,318.0,"Schneider, Davis",350.0,78.0,212.0,235.0,615.0,1534.8333333333333,477.547619047619
677587,373.0,"Rocchio, Brayan",306.0,309.0,377.0,346.0,662.0,1766.25,591.3214285714286
677594,17.0,"Rodríguez, Julio",28.0,267.0,63.0,89.0,200.0,1053.7142857142858,245.3877551020408
677649,206.0,"Duran, Ezequiel",274.0,200.0,309.0,354.0,790.0,1954.4,583.9142857142857
677800,48.0,"Abreu, Wilyer",164.0,21.0,81.0,254.0,706.0,1258.5,361.7857142857143
677870,322.0,"Jiménez, Leo",210.0,229.0,373.0,300.0,278.0,1229.5,420.2142857142857
677942,119.0,"Alexander, Blaze",204.0,306.0,250.0,370.0,299.0,1698.3333333333333,463.7619047619047
677951,33.0,"Witt Jr., Bobby",294.0,22.0,17.0,4.0,37.0,363.75,110.10714285714286
678009,300.0,"Meadows, Parker",236.0,59.0,319.0,367.0,561.0,1488.6,475.8
678246,319.0,"Vargas, Miguel",60.0,10.0,374.0,389.0,739.0,2072.6666666666665,566.2380952380952
678662,229.0,"Tovar, Ezequiel",117.0,24.0,291.0,240.0,407.0,1158.857142857143,352.40816326530614
678877,2.0,"Noel, Jhonkensy",34.0,80.0,223.0,34.0,35.0,1073.25,211.60714285714286
678882,320.0,"Rafaela, Ceddanne",153.0,236.0,340.0,284.0,756.0,1643.4285714285713,533.2040816326531
679032,349.0,"Rojas, Johan",330.0,383.0,368.0,266.0,769.0,2166.1428571428573,661.5918367346939
679529,72.0,"Torkelson, Spencer",99.0,29.0,190.0,345.0,435.0,1711.6666666666667,411.6666666666667
680474,391.0,"Schuemann, Max",419.0,107.0,240.0,364.0,580.0,1361.6666666666667,494.6666666666667
680700,336.0,"Palacios, Richie",351.0,89.0,278.0,202.0,283.0,1198.8333333333333,391.1190476190476
680718,57.0,"Barger, Addison",103.0,275.0,231.0,62.0,341.0,1504.0,367.57142857142856
680757,431.0,"Kwan, Steven",430.0,68.0,308.0,86.0,155.0,1207.8333333333333,383.69047619047615
680776,81.0,"Duran, Jarren",107.0,263.0,136.0,157.0,343.0,1049.125,305.1607142857143
680777,162.0,"Jeffers, Ryan",135.0,52.0,325.0,205.0,567.0,1477.142857142857,417.59183673469386
680869,228.0,"Gelof, Zack",192.0,346.0,249.0,318.0,760.0,1742.4285714285713,547.9183673469388
680977,321.0,"Donovan, Brendan",390.0,206.0,99.0,75.0,324.0,912.625,332.51785714285717
681082,376.0,"Stott, Bryson",319.0,113.0,310.0,299.0,492.0,1475.875,483.55357142857144
681146,379.0,"Bride, Jonah",267.0,247.0,264.0,386.0,604.0,1482.1666666666667,518.452380952381
681297,91.0,"Cowser, Colton",348.0,178.0,92.0,233.0,542.0,1452.25,419.4642857142857
681351,298.0,"O'Hoppe, Logan",216.0,194.0,107.0,40.0,247.0,1007.625,301.375
681393,302.0,"Norby, Connor",293.0,204.0,351.0,221.0,477.0,824.5,381.7857142857143
681481,218.0,"Carpenter, Kerry",121.0,105.0,19.0,30.0,19.0,694.6666666666666,172.38095238095235
681624,99.0,"Pages, Andy",51.0,18.0,273.0,169.0,87.0,1014.2857142857143,244.46938775510202
681807,275.0,"Fry, David",33.0,51.0,116.0,132.0,98.0,1295.7142857142858,285.81632653061223
682177,230.0,"Schneemann, Daniel",327.0,285.0,271.0,361.0,661.0,1736.25,553.0357142857143
682622,97.0,"Marte, Noelvi",112.0,376.0,294.0,394.0,618.0,1649.5,505.7857142857143
682626,80.0,"Alvarez, Francisco",223.0,333.0,126.0,238.0,271.0,1597.857142857143,409.8367346938776
682641,171.0,"Matos, Luis",217.0,125.0,170.0,307.0,631.0,2015.0,519.4285714285714
682829,50.0,"De La Cruz, Elly",232.0,324.0,70.0,92.0,516.0,1132.5714285714287,345.2244897959184
682928,197.0,"Abrams, CJ",133.0,213.0,276.0,217.0,517.0,1198.25,393.0357142857143
682985,26.0,"Greene, Riley",250.0,250.0,133.0,128.0,314.0,922.5714285714286,289.0816326530612
682998,93.0,"Carroll, Corbin",344.0,269.0,150.0,206.0,371.0,1235.5714285714287,381.2244897959184
683002,12.0,"Henderson, Gunnar",231.0,320.0,28.0,56.0,344.0,549.125,220.01785714285714
683011,348.0,"Volpe, Anthony",302.0,254.0,266.0,261.0,413.0,1759.7142857142858,514.8163265306123
683146,167.0,"Baty, Brett",131.0,375.0,327.0,247.0,451.0,1394.75,441.82142857142856
683734,227.0,"Vaughn, Andrew",109.0,75.0,65.0,232.0,134.0,1332.5,310.64285714285717
683737,297.0,"Busch, Michael",251.0,139.0,123.0,200.0,545.0,1354.125,415.5892857142857
686217,419.0,"Frelick, Sal",366.0,248.0,386.0,223.0,750.0,1863.0,607.8571428571429
686469,160.0,"Pasquantino, Vinnie",176.0,298.0,20.0,99.0,606.0,1110.0,352.7142857142857
686527,138.0,"Canzone, Dominic",78.0,337.0,209.0,385.0,297.0,905.5,335.64285714285717
686668,241.0,"Doyle, Brenton",181.0,230.0,186.0,42.0,133.0,1151.4285714285713,309.2040816326531
686676,214.0,"Lee, Korey",271.0,225.0,285.0,387.0,722.0,2013.7142857142858,588.2448979591837
686681,224.0,"Massey, Michael",269.0,192.0,103.0,248.0,763.0,1079.2,411.1714285714285
686780,174.0,"Pagés, Pedro",374.0,218.0,189.0,359.0,655.0,1392.5,480.2142857142857
686797,313.0,"Lee, Brooks",343.0,239.0,267.0,116.0,574.0,1945.5,542.5
686823,343.0,"Brennan, Will",372.0,146.0,350.0,257.0,406.0,1519.3333333333333,484.7619047619047
687263,299.0,"Neto, Zach",316.0,344.0,153.0,29.0,46.0,1512.5714285714287,385.65306122448976
687401,94.0,"Ortiz, Joey",119.0,199.0,303.0,274.0,389.0,1642.4285714285713,431.48979591836735
687462,310.0,"Horwitz, Spencer",332.0,137.0,270.0,234.0,403.0,1158.1666666666667,406.30952380952385
687597,225.0,"Beck, Jordan",58.0,94.0,321.0,371.0,670.0,1750.0,498.42857142857144
689172,410.0,"Wisely, Brett",409.0,189.0,358.0,329.0,715.0,1739.6,592.8000000000001
690993,221.0,"Keith, Colt",407.0,201.0,128.0,263.0,771.0,1331.25,474.60714285714283
691016,45.0,"Soderstrom, Tyler",113.0,322.0,21.0,395.0,115.0,1295.6,329.5142857142857
691023,5.0,"Walker, Jordan",8.0,392.0,69.0,377.0,707.0,1405.0,423.2857142857143
691026,308.0,"Winn, Masyn",218.0,154.0,356.0,368.0,535.0,1697.125,519.4464285714286
691718,354.0,"Crow-Armstrong, Pete",335.0,92.0,337.0,187.0,779.0,1582.7142857142858,523.8163265306123
693304,237.0,"Gonzales, Nick",191.0,304.0,262.0,129.0,233.0,1208.5714285714287,366.3673469387755
694192,111.0,"Chourio, Jackson",170.0,315.0,61.0,155.0,242.0,896.4285714285714,278.6326530612245
694384,424.0,"Schanuel, Nolan",423.0,336.0,331.0,152.0,544.0,1287.0,499.57142857142856
694388,139.0,"Loperfido, Joey",55.0,311.0,279.0,375.0,693.0,1962.2,544.8857142857142
694671,46.0,"Langford, Wyatt",346.0,109.0,106.0,84.0,42.0,901.1428571428571,233.44897959183672
695578,77.0,"Wood, James",136.0,394.0,8.0,63.0,215.0,747.4285714285714,234.3469387755102
696100,28.0,"Goodman, Hunter",233.0,7.0,248.0,90.0,494.0,877.5,282.5
696285,430.0,"Young, Jacob",421.0,389.0,396.0,210.0,305.0,1615.857142857143,538.1224489795919
700250,188.0,"Rice, Ben",149.0,214.0,193.0,78.0,167.0,791.5,254.35714285714286
701538,176.0,"Merrill, Jackson",115.0,122.0,145.0,79.0,207.0,728.5,224.64285714285714
702358,309.0,"Lipscomb, Trey",69.0,386.0,363.0,351.0,784.0,1714.25,568.0357142857143
702616,274.0,"Holliday, Jackson",312.0,117.0,140.0,174.0,713.0,1769.0,499.85714285714283
807799,222.0,"Yoshida, Masataka",207.0,317.0,162.0,73.0,584.0,1291.2857142857142,408.0408163265306
